source_file,sheet,assay_date,well,plate_row,plate_col,readout,value
BWII Compounds.xlsx,053124,2024-06-03,G5,G,5,650,0.046
BWII Compounds.xlsx,053124,2024-06-03,G6,G,6,650,0.05
BWII Compounds.xlsx,053124,2024-06-03,G7,G,7,650,0.045
BWII Compounds.xlsx,053124,2024-06-03,G8,G,8,650,0.046
BWII Compounds.xlsx,053124,2024-06-03,G9,G,9,650,0.045
BWII Compounds.xlsx,053124,2024-06-03,G10,G,10,650,0.045
BWII Compounds.xlsx,053124,2024-06-03,G11,G,11,650,0.044
BWII Compounds.xlsx,053124,2024-06-03,G12,G,12,650,0.043
BWII Compounds.xlsx,053124,2024-06-03,G1,G,1,Delta,0.004
BWII Compounds.xlsx,053124,2024-06-03,G2,G,2,Delta,1.677
BWII Compounds.xlsx,053124,2024-06-03,G3,G,3,Delta,1.602
BWII Compounds.xlsx,053124,2024-06-03,G4,G,4,Delta,1.921
BWII Compounds.xlsx,053124,2024-06-03,G5,G,5,Delta,1.551
BWII Compounds.xlsx,053124,2024-06-03,G6,G,6,Delta,1.672
BWII Compounds.xlsx,053124,2024-06-03,G7,G,7,Delta,1.776
BWII Compounds.xlsx,053124,2024-06-03,G8,G,8,Delta,1.4
BWII Compounds.xlsx,053124,2024-06-03,G9,G,9,Delta,1.653
BWII Compounds.xlsx,053124,2024-06-03,G10,G,10,Delta,1.849
BWII Compounds.xlsx,053124,2024-06-03,G11,G,11,Delta,0.197
BWII Compounds.xlsx,053124,2024-06-03,G12,G,12,Delta,0.001
BWII Compounds.xlsx,053124,2024-06-03,G1,G,1,Delta,0.008
BWII Compounds.xlsx,053124,2024-06-03,G2,G,2,Delta,0.006
BWII Compounds.xlsx,053124,2024-06-03,G3,G,3,Delta,0.006
BWII Compounds.xlsx,053124,2024-06-03,G4,G,4,Delta,0.005
BWII Compounds.xlsx,053124,2024-06-03,G5,G,5,Delta,0.006
BWII Compounds.xlsx,053124,2024-06-03,G6,G,6,Delta,0.006
BWII Compounds.xlsx,053124,2024-06-03,G7,G,7,Delta,0.006
BWII Compounds.xlsx,053124,2024-06-03,G8,G,8,Delta,0.005
BWII Compounds.xlsx,053124,2024-06-03,G9,G,9,Delta,0.007
BWII Compounds.xlsx,053124,2024-06-03,G10,G,10,Delta,0.007
BWII Compounds.xlsx,053124,2024-06-03,G11,G,11,Delta,0.007
BWII Compounds.xlsx,053124,2024-06-03,G12,G,12,Delta,0.006
BWII Compounds.xlsx,053124,2024-06-03,H1,H,1,450,0.038
BWII Compounds.xlsx,053124,2024-06-03,H2,H,2,450,0.039
BWII Compounds.xlsx,053124,2024-06-03,H3,H,3,450,0.04
BWII Compounds.xlsx,053124,2024-06-03,H4,H,4,450,0.04
BWII Compounds.xlsx,053124,2024-06-03,H5,H,5,450,0.039
BWII Compounds.xlsx,053124,2024-06-03,H6,H,6,450,0.04
BWII Compounds.xlsx,053124,2024-06-03,H7,H,7,450,0.04
BWII Compounds.xlsx,053124,2024-06-03,H8,H,8,450,0.04
BWII Compounds.xlsx,053124,2024-06-03,H9,H,9,450,0.042
BWII Compounds.xlsx,053124,2024-06-03,H10,H,10,450,0.039
BWII Compounds.xlsx,053124,2024-06-03,H11,H,11,450,0.038
BWII Compounds.xlsx,053124,2024-06-03,H12,H,12,450,0.04
BWII Compounds.xlsx,053124,2024-06-03,H1,H,1,450,0.049
BWII Compounds.xlsx,053124,2024-06-03,H2,H,2,450,0.051
BWII Compounds.xlsx,053124,2024-06-03,H3,H,3,450,0.051
BWII Compounds.xlsx,053124,2024-06-03,H4,H,4,450,0.05
BWII Compounds.xlsx,053124,2024-06-03,H5,H,5,450,0.051
BWII Compounds.xlsx,053124,2024-06-03,H6,H,6,450,0.053
BWII Compounds.xlsx,053124,2024-06-03,H7,H,7,450,0.051
BWII Compounds.xlsx,053124,2024-06-03,H8,H,8,450,0.051
BWII Compounds.xlsx,053124,2024-06-03,H9,H,9,450,0.051
BWII Compounds.xlsx,053124,2024-06-03,H10,H,10,450,0.052
BWII Compounds.xlsx,053124,2024-06-03,H11,H,11,450,0.052
BWII Compounds.xlsx,053124,2024-06-03,H12,H,12,450,0.051
BWII Compounds.xlsx,053124,2024-06-03,H1,H,1,650,0.037
BWII Compounds.xlsx,053124,2024-06-03,H2,H,2,650,0.035
BWII Compounds.xlsx,053124,2024-06-03,H3,H,3,650,0.036
BWII Compounds.xlsx,053124,2024-06-03,H4,H,4,650,0.037
BWII Compounds.xlsx,053124,2024-06-03,H5,H,5,650,0.038
BWII Compounds.xlsx,053124,2024-06-03,H6,H,6,650,0.038
BWII Compounds.xlsx,053124,2024-06-03,H7,H,7,650,0.037
BWII Compounds.xlsx,053124,2024-06-03,H8,H,8,650,0.036
BWII Compounds.xlsx,053124,2024-06-03,H9,H,9,650,0.035
BWII Compounds.xlsx,053124,2024-06-03,H10,H,10,650,0.035
BWII Compounds.xlsx,053124,2024-06-03,H11,H,11,650,0.038
BWII Compounds.xlsx,053124,2024-06-03,H12,H,12,650,0.036
BWII Compounds.xlsx,053124,2024-06-03,H1,H,1,650,0.042
BWII Compounds.xlsx,053124,2024-06-03,H2,H,2,650,0.044
BWII Compounds.xlsx,053124,2024-06-03,H3,H,3,650,0.047
BWII Compounds.xlsx,053124,2024-06-03,H4,H,4,650,0.047
BWII Compounds.xlsx,053124,2024-06-03,H5,H,5,650,0.044
BWII Compounds.xlsx,053124,2024-06-03,H6,H,6,650,0.048
BWII Compounds.xlsx,053124,2024-06-03,H7,H,7,650,0.045
BWII Compounds.xlsx,053124,2024-06-03,H8,H,8,650,0.043
BWII Compounds.xlsx,053124,2024-06-03,H9,H,9,650,0.048
BWII Compounds.xlsx,053124,2024-06-03,H10,H,10,650,0.045
BWII Compounds.xlsx,053124,2024-06-03,H11,H,11,650,0.047
BWII Compounds.xlsx,053124,2024-06-03,H12,H,12,650,0.047
BWII Compounds.xlsx,053124,2024-06-03,H1,H,1,Delta,0.002
BWII Compounds.xlsx,053124,2024-06-03,H2,H,2,Delta,0.004
BWII Compounds.xlsx,053124,2024-06-03,H3,H,3,Delta,0.004
BWII Compounds.xlsx,053124,2024-06-03,H4,H,4,Delta,0.003
BWII Compounds.xlsx,053124,2024-06-03,H5,H,5,Delta,0.001
BWII Compounds.xlsx,053124,2024-06-03,H6,H,6,Delta,0.001
BWII Compounds.xlsx,053124,2024-06-03,H7,H,7,Delta,0.003
BWII Compounds.xlsx,053124,2024-06-03,H8,H,8,Delta,0.003
BWII Compounds.xlsx,053124,2024-06-03,H9,H,9,Delta,0.006
BWII Compounds.xlsx,053124,2024-06-03,H10,H,10,Delta,0.004
BWII Compounds.xlsx,053124,2024-06-03,H11,H,11,Delta,0.001
BWII Compounds.xlsx,053124,2024-06-03,H12,H,12,Delta,0.004
BWII Compounds.xlsx,053124,2024-06-03,H1,H,1,Delta,0.007
BWII Compounds.xlsx,053124,2024-06-03,H2,H,2,Delta,0.007
BWII Compounds.xlsx,053124,2024-06-03,H3,H,3,Delta,0.004
BWII Compounds.xlsx,053124,2024-06-03,H4,H,4,Delta,0.003
BWII Compounds.xlsx,053124,2024-06-03,H5,H,5,Delta,0.007
BWII Compounds.xlsx,053124,2024-06-03,H6,H,6,Delta,0.005
BWII Compounds.xlsx,053124,2024-06-03,H7,H,7,Delta,0.006
BWII Compounds.xlsx,053124,2024-06-03,H8,H,8,Delta,0.008
BWII Compounds.xlsx,053124,2024-06-03,H9,H,9,Delta,0.003
BWII Compounds.xlsx,053124,2024-06-03,H10,H,10,Delta,0.008
BWII Compounds.xlsx,053124,2024-06-03,H11,H,11,Delta,0.005
BWII Compounds.xlsx,053124,2024-06-03,H12,H,12,Delta,0.004
BWII Compounds.xlsx,060324,2024-06-06,A1,A,1,450,0.04
BWII Compounds.xlsx,060324,2024-06-06,A2,A,2,450,0.044
BWII Compounds.xlsx,060324,2024-06-06,A3,A,3,450,0.039
BWII Compounds.xlsx,060324,2024-06-06,A4,A,4,450,0.041
BWII Compounds.xlsx,060324,2024-06-06,A5,A,5,450,0.038
BWII Compounds.xlsx,060324,2024-06-06,A6,A,6,450,0.04
BWII Compounds.xlsx,060324,2024-06-06,A7,A,7,450,0.042
BWII Compounds.xlsx,060324,2024-06-06,A8,A,8,450,0.04
BWII Compounds.xlsx,060324,2024-06-06,A9,A,9,450,0.04
BWII Compounds.xlsx,060324,2024-06-06,A10,A,10,450,0.04
BWII Compounds.xlsx,060324,2024-06-06,A11,A,11,450,0.04
BWII Compounds.xlsx,060324,2024-06-06,A12,A,12,450,0.038
BWII Compounds.xlsx,060324,2024-06-06,A1,A,1,650,0.039
BWII Compounds.xlsx,060324,2024-06-06,A2,A,2,650,0.04
BWII Compounds.xlsx,060324,2024-06-06,A3,A,3,650,0.036
BWII Compounds.xlsx,060324,2024-06-06,A4,A,4,650,0.035
BWII Compounds.xlsx,060324,2024-06-06,A5,A,5,650,0.037
BWII Compounds.xlsx,060324,2024-06-06,A6,A,6,650,0.037
BWII Compounds.xlsx,060324,2024-06-06,A7,A,7,650,0.036
BWII Compounds.xlsx,060324,2024-06-06,A8,A,8,650,0.036
BWII Compounds.xlsx,060324,2024-06-06,A9,A,9,650,0.037
BWII Compounds.xlsx,060324,2024-06-06,A10,A,10,650,0.035
BWII Compounds.xlsx,060324,2024-06-06,A11,A,11,650,0.035
BWII Compounds.xlsx,060324,2024-06-06,A12,A,12,650,0.035
BWII Compounds.xlsx,060324,2024-06-06,A1,A,1,Delta,0.001
BWII Compounds.xlsx,060324,2024-06-06,A2,A,2,Delta,0.005
BWII Compounds.xlsx,060324,2024-06-06,A3,A,3,Delta,0.003
BWII Compounds.xlsx,060324,2024-06-06,A4,A,4,Delta,0.006
BWII Compounds.xlsx,060324,2024-06-06,A5,A,5,Delta,0.001
BWII Compounds.xlsx,060324,2024-06-06,A6,A,6,Delta,0.004
BWII Compounds.xlsx,060324,2024-06-06,A7,A,7,Delta,0.006
BWII Compounds.xlsx,060324,2024-06-06,A8,A,8,Delta,0.004
BWII Compounds.xlsx,060324,2024-06-06,A9,A,9,Delta,0.003
BWII Compounds.xlsx,060324,2024-06-06,A10,A,10,Delta,0.004
BWII Compounds.xlsx,060324,2024-06-06,A11,A,11,Delta,0.005
BWII Compounds.xlsx,060324,2024-06-06,A12,A,12,Delta,0.003
BWII Compounds.xlsx,060324,2024-06-06,B1,B,1,450,0.042
BWII Compounds.xlsx,060324,2024-06-06,B2,B,2,450,0.889
BWII Compounds.xlsx,060324,2024-06-06,B3,B,3,450,0.833
BWII Compounds.xlsx,060324,2024-06-06,B4,B,4,450,0.825
BWII Compounds.xlsx,060324,2024-06-06,B5,B,5,450,0.641
BWII Compounds.xlsx,060324,2024-06-06,B6,B,6,450,1.008
BWII Compounds.xlsx,060324,2024-06-06,B7,B,7,450,0.86
BWII Compounds.xlsx,060324,2024-06-06,B8,B,8,450,0.529
BWII Compounds.xlsx,060324,2024-06-06,B9,B,9,450,0.948
BWII Compounds.xlsx,060324,2024-06-06,B10,B,10,450,0.873
BWII Compounds.xlsx,060324,2024-06-06,B11,B,11,450,0.192
BWII Compounds.xlsx,060324,2024-06-06,B12,B,12,450,0.042
BWII Compounds.xlsx,060324,2024-06-06,B1,B,1,650,0.039
BWII Compounds.xlsx,060324,2024-06-06,B2,B,2,650,0.048
BWII Compounds.xlsx,060324,2024-06-06,B3,B,3,650,0.048
BWII Compounds.xlsx,060324,2024-06-06,B4,B,4,650,0.046
BWII Compounds.xlsx,060324,2024-06-06,B5,B,5,650,0.048
BWII Compounds.xlsx,060324,2024-06-06,B6,B,6,650,0.05
BWII Compounds.xlsx,060324,2024-06-06,B7,B,7,650,0.051
BWII Compounds.xlsx,060324,2024-06-06,B8,B,8,650,0.045
BWII Compounds.xlsx,060324,2024-06-06,B9,B,9,650,0.048
BWII Compounds.xlsx,060324,2024-06-06,B10,B,10,650,0.046
BWII Compounds.xlsx,060324,2024-06-06,B11,B,11,650,0.04
BWII Compounds.xlsx,060324,2024-06-06,B12,B,12,650,0.035
BWII Compounds.xlsx,060324,2024-06-06,B1,B,1,Delta,0.003
BWII Compounds.xlsx,060324,2024-06-06,B2,B,2,Delta,0.841
BWII Compounds.xlsx,060324,2024-06-06,B3,B,3,Delta,0.785
BWII Compounds.xlsx,060324,2024-06-06,B4,B,4,Delta,0.778
BWII Compounds.xlsx,060324,2024-06-06,B5,B,5,Delta,0.593
BWII Compounds.xlsx,060324,2024-06-06,B6,B,6,Delta,0.957
BWII Compounds.xlsx,060324,2024-06-06,B7,B,7,Delta,0.809
BWII Compounds.xlsx,060324,2024-06-06,B8,B,8,Delta,0.484
BWII Compounds.xlsx,060324,2024-06-06,B9,B,9,Delta,0.9
BWII Compounds.xlsx,060324,2024-06-06,B10,B,10,Delta,0.826
BWII Compounds.xlsx,060324,2024-06-06,B11,B,11,Delta,0.152
BWII Compounds.xlsx,060324,2024-06-06,B12,B,12,Delta,0.007
BWII Compounds.xlsx,060324,2024-06-06,C1,C,1,450,0.042
BWII Compounds.xlsx,060324,2024-06-06,C2,C,2,450,0.922
BWII Compounds.xlsx,060324,2024-06-06,C3,C,3,450,0.887
BWII Compounds.xlsx,060324,2024-06-06,C4,C,4,450,0.914
BWII Compounds.xlsx,060324,2024-06-06,C5,C,5,450,0.677
BWII Compounds.xlsx,060324,2024-06-06,C6,C,6,450,1.004
BWII Compounds.xlsx,060324,2024-06-06,C7,C,7,450,0.781
BWII Compounds.xlsx,060324,2024-06-06,C8,C,8,450,0.523
BWII Compounds.xlsx,060324,2024-06-06,C9,C,9,450,0.981
BWII Compounds.xlsx,060324,2024-06-06,C10,C,10,450,0.74
BWII Compounds.xlsx,060324,2024-06-06,C11,C,11,450,0.196
BWII Compounds.xlsx,060324,2024-06-06,C12,C,12,450,0.04
BWII Compounds.xlsx,060324,2024-06-06,C1,C,1,650,0.036
BWII Compounds.xlsx,060324,2024-06-06,C2,C,2,650,0.049
BWII Compounds.xlsx,060324,2024-06-06,C3,C,3,650,0.051
BWII Compounds.xlsx,060324,2024-06-06,C4,C,4,650,0.049
BWII Compounds.xlsx,060324,2024-06-06,C5,C,5,650,0.045
BWII Compounds.xlsx,060324,2024-06-06,C6,C,6,650,0.05
BWII Compounds.xlsx,060324,2024-06-06,C7,C,7,650,0.049
BWII Compounds.xlsx,060324,2024-06-06,C8,C,8,650,0.045
BWII Compounds.xlsx,060324,2024-06-06,C9,C,9,650,0.046
BWII Compounds.xlsx,060324,2024-06-06,C10,C,10,650,0.046
BWII Compounds.xlsx,060324,2024-06-06,C11,C,11,650,0.043
BWII Compounds.xlsx,060324,2024-06-06,C12,C,12,650,0.035
BWII Compounds.xlsx,060324,2024-06-06,C1,C,1,Delta,0.006
BWII Compounds.xlsx,060324,2024-06-06,C2,C,2,Delta,0.873
BWII Compounds.xlsx,060324,2024-06-06,C3,C,3,Delta,0.836
BWII Compounds.xlsx,060324,2024-06-06,C4,C,4,Delta,0.866
BWII Compounds.xlsx,060324,2024-06-06,C5,C,5,Delta,0.632
BWII Compounds.xlsx,060324,2024-06-06,C6,C,6,Delta,0.954
BWII Compounds.xlsx,060324,2024-06-06,C7,C,7,Delta,0.732
BWII Compounds.xlsx,060324,2024-06-06,C8,C,8,Delta,0.478
BWII Compounds.xlsx,060324,2024-06-06,C9,C,9,Delta,0.935
BWII Compounds.xlsx,060324,2024-06-06,C10,C,10,Delta,0.694
BWII Compounds.xlsx,060324,2024-06-06,C11,C,11,Delta,0.153
BWII Compounds.xlsx,060324,2024-06-06,C12,C,12,Delta,0.006
BWII Compounds.xlsx,060324,2024-06-06,D1,D,1,450,0.044
BWII Compounds.xlsx,060324,2024-06-06,D2,D,2,450,0.869
BWII Compounds.xlsx,060324,2024-06-06,D3,D,3,450,1.077
BWII Compounds.xlsx,060324,2024-06-06,D4,D,4,450,0.921
BWII Compounds.xlsx,060324,2024-06-06,D5,D,5,450,0.601
BWII Compounds.xlsx,060324,2024-06-06,D6,D,6,450,0.911
BWII Compounds.xlsx,060324,2024-06-06,D7,D,7,450,0.878
BWII Compounds.xlsx,060324,2024-06-06,D8,D,8,450,0.574
BWII Compounds.xlsx,060324,2024-06-06,D9,D,9,450,0.92
BWII Compounds.xlsx,060324,2024-06-06,D10,D,10,450,0.832
BWII Compounds.xlsx,060324,2024-06-06,D11,D,11,450,0.2
BWII Compounds.xlsx,060324,2024-06-06,D12,D,12,450,0.04
BWII Compounds.xlsx,060324,2024-06-06,D1,D,1,650,0.04
BWII Compounds.xlsx,060324,2024-06-06,D2,D,2,650,0.048
BWII Compounds.xlsx,060324,2024-06-06,D3,D,3,650,0.051
BWII Compounds.xlsx,060324,2024-06-06,D4,D,4,650,0.05
BWII Compounds.xlsx,060324,2024-06-06,D5,D,5,650,0.047
BWII Compounds.xlsx,060324,2024-06-06,D6,D,6,650,0.046
BWII Compounds.xlsx,060324,2024-06-06,D7,D,7,650,0.048
BWII Compounds.xlsx,060324,2024-06-06,D8,D,8,650,0.044
BWII Compounds.xlsx,060324,2024-06-06,D9,D,9,650,0.048
BWII Compounds.xlsx,060324,2024-06-06,D10,D,10,650,0.048
BWII Compounds.xlsx,060324,2024-06-06,D11,D,11,650,0.041
BWII Compounds.xlsx,060324,2024-06-06,D12,D,12,650,0.036
BWII Compounds.xlsx,060324,2024-06-06,D1,D,1,Delta,0.004
BWII Compounds.xlsx,060324,2024-06-06,D2,D,2,Delta,0.821
BWII Compounds.xlsx,060324,2024-06-06,D3,D,3,Delta,1.026
BWII Compounds.xlsx,060324,2024-06-06,D4,D,4,Delta,0.871
BWII Compounds.xlsx,060324,2024-06-06,D5,D,5,Delta,0.554
BWII Compounds.xlsx,060324,2024-06-06,D6,D,6,Delta,0.865
BWII Compounds.xlsx,060324,2024-06-06,D7,D,7,Delta,0.831
BWII Compounds.xlsx,060324,2024-06-06,D8,D,8,Delta,0.53
BWII Compounds.xlsx,060324,2024-06-06,D9,D,9,Delta,0.873
BWII Compounds.xlsx,060324,2024-06-06,D10,D,10,Delta,0.784
BWII Compounds.xlsx,060324,2024-06-06,D11,D,11,Delta,0.159
BWII Compounds.xlsx,060324,2024-06-06,D12,D,12,Delta,0.004
BWII Compounds.xlsx,060324,2024-06-06,E1,E,1,450,0.041
BWII Compounds.xlsx,060324,2024-06-06,E2,E,2,450,1.345
BWII Compounds.xlsx,060324,2024-06-06,E3,E,3,450,1.31
BWII Compounds.xlsx,060324,2024-06-06,E4,E,4,450,1.397
BWII Compounds.xlsx,060324,2024-06-06,E5,E,5,450,1.202
BWII Compounds.xlsx,060324,2024-06-06,E6,E,6,450,1.121
BWII Compounds.xlsx,060324,2024-06-06,E7,E,7,450,1.436
BWII Compounds.xlsx,060324,2024-06-06,E8,E,8,450,1.49
BWII Compounds.xlsx,060324,2024-06-06,E9,E,9,450,1.282
BWII Compounds.xlsx,060324,2024-06-06,E10,E,10,450,1.176
BWII Compounds.xlsx,060324,2024-06-06,E11,E,11,450,0.399
BWII Compounds.xlsx,060324,2024-06-06,E12,E,12,450,0.039
BWII Compounds.xlsx,060324,2024-06-06,E1,E,1,650,0.037
BWII Compounds.xlsx,060324,2024-06-06,E2,E,2,650,0.09
BWII Compounds.xlsx,060324,2024-06-06,E3,E,3,650,0.07
BWII Compounds.xlsx,060324,2024-06-06,E4,E,4,650,0.093
BWII Compounds.xlsx,060324,2024-06-06,E5,E,5,650,0.08
BWII Compounds.xlsx,060324,2024-06-06,E6,E,6,650,0.07
BWII Compounds.xlsx,060324,2024-06-06,E7,E,7,650,0.071
BWII Compounds.xlsx,060324,2024-06-06,E8,E,8,650,0.085
BWII Compounds.xlsx,060324,2024-06-06,E9,E,9,650,0.074
BWII Compounds.xlsx,060324,2024-06-06,E10,E,10,650,0.067
BWII Compounds.xlsx,060324,2024-06-06,E11,E,11,650,0.098
BWII Compounds.xlsx,060324,2024-06-06,E12,E,12,650,0.037
BWII Compounds.xlsx,060324,2024-06-06,E1,E,1,Delta,0.003
BWII Compounds.xlsx,060324,2024-06-06,E2,E,2,Delta,1.255
BWII Compounds.xlsx,060324,2024-06-06,E3,E,3,Delta,1.24
BWII Compounds.xlsx,060324,2024-06-06,E4,E,4,Delta,1.304
BWII Compounds.xlsx,060324,2024-06-06,E5,E,5,Delta,1.123
BWII Compounds.xlsx,060324,2024-06-06,E6,E,6,Delta,1.051
BWII Compounds.xlsx,060324,2024-06-06,E7,E,7,Delta,1.366
BWII Compounds.xlsx,060324,2024-06-06,E8,E,8,Delta,1.405
BWII Compounds.xlsx,060324,2024-06-06,E9,E,9,Delta,1.208
BWII Compounds.xlsx,060324,2024-06-06,E10,E,10,Delta,1.109
BWII Compounds.xlsx,060324,2024-06-06,E11,E,11,Delta,0.3
BWII Compounds.xlsx,060324,2024-06-06,E12,E,12,Delta,0.002
BWII Compounds.xlsx,060324,2024-06-06,F1,F,1,450,0.04
BWII Compounds.xlsx,060324,2024-06-06,F2,F,2,450,1.369
BWII Compounds.xlsx,060324,2024-06-06,F3,F,3,450,1.395
BWII Compounds.xlsx,060324,2024-06-06,F4,F,4,450,1.449
BWII Compounds.xlsx,060324,2024-06-06,F5,F,5,450,1.026
BWII Compounds.xlsx,060324,2024-06-06,F6,F,6,450,1.273
BWII Compounds.xlsx,060324,2024-06-06,F7,F,7,450,1.398
BWII Compounds.xlsx,060324,2024-06-06,F8,F,8,450,1.314
BWII Compounds.xlsx,060324,2024-06-06,F9,F,9,450,1.182
BWII Compounds.xlsx,060324,2024-06-06,F10,F,10,450,1.14
BWII Compounds.xlsx,060324,2024-06-06,F11,F,11,450,0.301
BWII Compounds.xlsx,060324,2024-06-06,F12,F,12,450,0.04
BWII Compounds.xlsx,060324,2024-06-06,F1,F,1,650,0.037
BWII Compounds.xlsx,060324,2024-06-06,F2,F,2,650,0.076
BWII Compounds.xlsx,060324,2024-06-06,F3,F,3,650,0.069
BWII Compounds.xlsx,060324,2024-06-06,F4,F,4,650,0.078
BWII Compounds.xlsx,060324,2024-06-06,F5,F,5,650,0.064
BWII Compounds.xlsx,060324,2024-06-06,F6,F,6,650,0.071
BWII Compounds.xlsx,060324,2024-06-06,F7,F,7,650,0.073
BWII Compounds.xlsx,060324,2024-06-06,F8,F,8,650,0.077
BWII Compounds.xlsx,060324,2024-06-06,F9,F,9,650,0.077
BWII Compounds.xlsx,060324,2024-06-06,F10,F,10,650,0.069
BWII Compounds.xlsx,060324,2024-06-06,F11,F,11,650,0.073
BWII Compounds.xlsx,060324,2024-06-06,F12,F,12,650,0.039
BWII Compounds.xlsx,060324,2024-06-06,F1,F,1,Delta,0.003
BWII Compounds.xlsx,060324,2024-06-06,F2,F,2,Delta,1.293
BWII Compounds.xlsx,060324,2024-06-06,F3,F,3,Delta,1.326
BWII Compounds.xlsx,060324,2024-06-06,F4,F,4,Delta,1.371
BWII Compounds.xlsx,060324,2024-06-06,F5,F,5,Delta,0.961
BWII Compounds.xlsx,060324,2024-06-06,F6,F,6,Delta,1.202
BWII Compounds.xlsx,060324,2024-06-06,F7,F,7,Delta,1.325
BWII Compounds.xlsx,060324,2024-06-06,F8,F,8,Delta,1.237
BWII Compounds.xlsx,060324,2024-06-06,F9,F,9,Delta,1.105
BWII Compounds.xlsx,060324,2024-06-06,F10,F,10,Delta,1.071
BWII Compounds.xlsx,060324,2024-06-06,F11,F,11,Delta,0.228
BWII Compounds.xlsx,060324,2024-06-06,F12,F,12,Delta,0.002
BWII Compounds.xlsx,060324,2024-06-06,G1,G,1,450,0.039
BWII Compounds.xlsx,060324,2024-06-06,G2,G,2,450,1.383
BWII Compounds.xlsx,060324,2024-06-06,G3,G,3,450,1.375
BWII Compounds.xlsx,060324,2024-06-06,G4,G,4,450,1.354
BWII Compounds.xlsx,060324,2024-06-06,G5,G,5,450,1.081
BWII Compounds.xlsx,060324,2024-06-06,G6,G,6,450,1.229
BWII Compounds.xlsx,060324,2024-06-06,G7,G,7,450,1.286
BWII Compounds.xlsx,060324,2024-06-06,G8,G,8,450,1.297
BWII Compounds.xlsx,060324,2024-06-06,G9,G,9,450,1.358
BWII Compounds.xlsx,060324,2024-06-06,G10,G,10,450,1.396
BWII Compounds.xlsx,060324,2024-06-06,G11,G,11,450,0.305
BWII Compounds.xlsx,060324,2024-06-06,G12,G,12,450,0.038
BWII Compounds.xlsx,060324,2024-06-06,G1,G,1,650,0.039
BWII Compounds.xlsx,060324,2024-06-06,G2,G,2,650,0.072
BWII Compounds.xlsx,060324,2024-06-06,G3,G,3,650,0.085
BWII Compounds.xlsx,060324,2024-06-06,G4,G,4,650,0.082
BWII Compounds.xlsx,060324,2024-06-06,G5,G,5,650,0.06
BWII Compounds.xlsx,060324,2024-06-06,G6,G,6,650,0.066
BWII Compounds.xlsx,060324,2024-06-06,G7,G,7,650,0.073
BWII Compounds.xlsx,060324,2024-06-06,G8,G,8,650,0.074
BWII Compounds.xlsx,060324,2024-06-06,G9,G,9,650,0.072
BWII Compounds.xlsx,060324,2024-06-06,G10,G,10,650,0.079
BWII Compounds.xlsx,060324,2024-06-06,G11,G,11,650,0.079
BWII Compounds.xlsx,060324,2024-06-06,G12,G,12,650,0.039
BWII Compounds.xlsx,060324,2024-06-06,G1,G,1,Delta,0.0
BWII Compounds.xlsx,060324,2024-06-06,G2,G,2,Delta,1.311
BWII Compounds.xlsx,060324,2024-06-06,G3,G,3,Delta,1.29
BWII Compounds.xlsx,060324,2024-06-06,G4,G,4,Delta,1.273
BWII Compounds.xlsx,060324,2024-06-06,G5,G,5,Delta,1.02
BWII Compounds.xlsx,060324,2024-06-06,G6,G,6,Delta,1.163
BWII Compounds.xlsx,060324,2024-06-06,G7,G,7,Delta,1.213
BWII Compounds.xlsx,060324,2024-06-06,G8,G,8,Delta,1.222
BWII Compounds.xlsx,060324,2024-06-06,G9,G,9,Delta,1.286
BWII Compounds.xlsx,060324,2024-06-06,G10,G,10,Delta,1.317
BWII Compounds.xlsx,060324,2024-06-06,G11,G,11,Delta,0.226
BWII Compounds.xlsx,060324,2024-06-06,G12,G,12,Delta,0.0
BWII Compounds.xlsx,060324,2024-06-06,H1,H,1,450,0.039
BWII Compounds.xlsx,060324,2024-06-06,H2,H,2,450,0.043
BWII Compounds.xlsx,060324,2024-06-06,H3,H,3,450,0.04
BWII Compounds.xlsx,060324,2024-06-06,H4,H,4,450,0.041
BWII Compounds.xlsx,060324,2024-06-06,H5,H,5,450,0.041
BWII Compounds.xlsx,060324,2024-06-06,H6,H,6,450,0.041
BWII Compounds.xlsx,060324,2024-06-06,H7,H,7,450,0.039
BWII Compounds.xlsx,060324,2024-06-06,H8,H,8,450,0.041
BWII Compounds.xlsx,060324,2024-06-06,H9,H,9,450,0.041
BWII Compounds.xlsx,060324,2024-06-06,H10,H,10,450,0.041
BWII Compounds.xlsx,060324,2024-06-06,H11,H,11,450,0.041
BWII Compounds.xlsx,060324,2024-06-06,H12,H,12,450,0.042
BWII Compounds.xlsx,060324,2024-06-06,H1,H,1,650,0.038
BWII Compounds.xlsx,060324,2024-06-06,H2,H,2,650,0.039
BWII Compounds.xlsx,060324,2024-06-06,H3,H,3,650,0.037
BWII Compounds.xlsx,060324,2024-06-06,H4,H,4,650,0.037
BWII Compounds.xlsx,060324,2024-06-06,H5,H,5,650,0.035
BWII Compounds.xlsx,060324,2024-06-06,H6,H,6,650,0.037
BWII Compounds.xlsx,060324,2024-06-06,H7,H,7,650,0.038
BWII Compounds.xlsx,060324,2024-06-06,H8,H,8,650,0.036
BWII Compounds.xlsx,060324,2024-06-06,H9,H,9,650,0.036
BWII Compounds.xlsx,060324,2024-06-06,H10,H,10,650,0.038
BWII Compounds.xlsx,060324,2024-06-06,H11,H,11,650,0.036
BWII Compounds.xlsx,060324,2024-06-06,H12,H,12,650,0.038
